region,year,week,SMN,SMT,VCI,TCI,VHI
Bay,2009,50,0.287,304.75,61.65,38.07,49.86
Bay,2009,51,0.273,306.04,58.04,35.66,46.85
Bay,2009,52,0.256,307.07,54,34.16,44.08
Bay,2010,1,0.227,308.2,44.7,32.35,38.52
Bay,2010,2,0.207,309.2,37.94,32.31,35.13
Bay,2010,3,0.187,310.35,31.47,31.8,31.64
Bay,2010,4,0.173,311.36,27.42,31.36,29.39
Bay,2010,5,0.161,311.55,24.35,36.12,30.24
Bay,2010,6,0.15,311.4,21.72,43.81,32.77
Bay,2010,7,0.142,311,20.59,53.54,37.07
Bay,2010,8,0.138,310.2,22.17,64.46,43.32
Bay,2010,9,0.138,308.82,26.01,76.55,51.28
Bay,2010,10,0.146,307.17,33.65,83.68,58.66
Bay,2010,11,0.158,305.69,44.84,85.47,65.16
Bay,2010,12,0.171,304.31,55.9,84.86,70.38
Bay,2010,13,0.187,302.72,65.79,85.18,75.48
Bay,2010,14,0.206,301.27,71.89,84.74,78.31
Bay,2010,15,0.222,299.89,72.31,81.1,76.7
Bay,2010,16,0.238,299.12,72.15,76.74,74.45
Bay,2010,17,0.246,298.22,68.3,73.33,70.82
Bay,2010,18,0.249,297.37,63.04,70.12,66.58
Bay,2010,19,0.249,297.09,57.41,63.59,60.5
Bay,2010,20,0.241,296.75,50.77,58.39,54.58
Bay,2010,21,0.227,296.23,44.8,55.52,50.16
Bay,2010,22,0.212,295.77,41.79,52.26,47.02
Bay,2010,23,0.192,295.04,39.13,52.12,45.63
Bay,2010,24,0.17,294.3,35.84,53.77,44.8
Bay,2010,25,0.15,293.74,33.35,54.69,44.02
Bay,2010,26,0.134,293.67,33.27,53.68,43.47
Bay,2010,27,0.123,293.91,34.86,52.07,43.46
Bay,2010,28,0.113,294.55,35.43,48.29,41.86
Bay,2010,29,0.105,295.32,36.15,44.3,40.23
Bay,2010,30,0.097,295.72,36.43,43.09,39.76
Bay,2010,31,0.09,295.9,35.78,43.89,39.83
Bay,2010,32,0.084,296.08,34.65,45.82,40.24
Bay,2010,33,0.078,296.38,32.48,47.18,39.83
Bay,2010,34,0.076,297.29,32.22,44.37,38.3
Bay,2010,35,0.073,297.8,30.69,45.72,38.2
Bay,2010,36,0.071,298.21,26.9,48.08,37.49
Bay,2010,37,0.071,298.79,19.92,53.3,36.61
Bay,2010,38,0.075,299.79,15.96,52.41,34.19
Bay,2010,39,0.077,300.41,12.25,47.93,30.09
Bay,2010,40,0.08,300.54,9.29,42.29,25.79
Bay,2010,41,0.088,301.17,8.8,31.27,20.03
Bay,2010,42,0.1,302.1,9.01,22.37,15.69
Bay,2010,43,0.111,302.72,9.04,18.69,13.87
Bay,2010,44,0.122,303.4,9.16,15.67,12.41
Bay,2010,45,0.13,304.23,9.2,12.7,10.95
Bay,2010,46,0.138,305.71,9.52,8.9,9.21
Bay,2010,47,0.143,307.46,9.61,4.78,7.2
Bay,2010,48,0.143,308.65,9.03,3.5,6.26
Bay,2010,49,0.143,309.72,8.66,3.14,5.9
Bay,2010,50,0.143,310.86,8.65,2.73,5.69
Bay,2010,51,0.142,311.93,8.76,2.33,5.54
Bay,2010,52,0.138,312.92,8.66,2.04,5.35
Bay,2011,1,0.135,313.58,8.34,2.4,5.37
Bay,2011,2,0.135,314.33,9.17,2.67,5.92
Bay,2011,3,0.134,315.24,10.39,2.46,6.43
Bay,2011,4,0.132,315.8,11.31,3.03,7.17
Bay,2011,5,0.131,316.35,12.11,3.34,7.73
Bay,2011,6,0.128,316.74,12.72,3.62,8.17
Bay,2011,7,0.126,316.96,13.73,3.83,8.78
Bay,2011,8,0.123,317.01,15.15,3.04,9.1
Bay,2011,9,0.12,316.76,16.07,2.69,9.38
Bay,2011,10,0.117,316.05,16.68,2.48,9.58
Bay,2011,11,0.115,315.17,17.43,3.16,10.3
Bay,2011,12,0.115,314.11,18.39,3.98,11.19
Bay,2011,13,0.115,312.86,17.5,4.3,10.9
Bay,2011,14,0.116,311.3,15.54,4.02,9.78
Bay,2011,15,0.12,309.49,13.68,3.35,8.51
Bay,2011,16,0.126,307.18,12.5,5.6,9.05
Bay,2011,17,0.135,304.29,12.54,11.65,12.1
Bay,2011,18,0.147,301.95,13.54,17.64,15.59
Bay,2011,19,0.158,300.29,13.57,24.04,18.8
Bay,2011,20,0.164,299.11,13.71,28.83,21.27
Bay,2011,21,0.162,298.37,13.5,29.23,21.36
Bay,2011,22,0.152,297.64,12.96,31.24,22.1
Bay,2011,23,0.135,296.86,11.18,33.32,22.25
Bay,2011,24,0.118,296.07,9.62,36.62,23.12
Bay,2011,25,0.103,295.62,9.47,37.34,23.4
Bay,2011,26,0.091,295.36,10.11,38.52,24.31
Bay,2011,27,0.08,295.08,10.8,41.64,26.22
Bay,2011,28,0.075,295.38,12.98,40.91,26.95
Bay,2011,29,0.072,295.93,16.08,38.81,27.45
Bay,2011,30,0.072,296.67,20.48,35.2,27.84
Bay,2011,31,0.072,297.73,24.91,29.69,27.3
Bay,2011,32,0.07,298.02,25.62,31.24,28.43
Bay,2011,33,0.067,297.99,25.64,35.3,30.47
Bay,2011,34,0.065,297.94,25.19,39.81,32.5
Bay,2011,35,0.066,297.96,27.29,45.17,36.23
Bay,2011,36,0.07,298.44,28.75,46.85,37.8
Bay,2011,37,0.077,299.12,27.13,50.81,38.97
Bay,2011,38,0.089,299.82,28.19,52.44,40.32
Bay,2011,39,0.1,299.8,29.33,54.28,41.81
Bay,2011,40,0.114,299.03,30.52,58.05,44.28
Bay,2011,41,0.136,298.16,33.7,63.46,48.58
Bay,2011,42,0.168,297.55,39.63,68.43,54.03
Bay,2011,43,0.202,297.41,46.36,69.06,57.71
Bay,2011,44,0.232,297.51,51.99,68.07,60.03
Bay,2011,45,0.257,297.61,56.66,67.62,62.14
Bay,2011,46,0.276,297.9,60.56,67.11,63.83
Bay,2011,47,0.293,298.36,65.41,66.05,65.73
Bay,2011,48,0.309,299.2,70.13,63.8,66.97
Bay,2011,49,0.321,300.4,74.06,60.4,67.23
Bay,2011,50,0.324,301.59,76.05,57.59,66.82
Bay,2011,51,0.32,302.9,76.2,54.64,65.42
Bay,2011,52,0.307,304.33,73.92,50.23,62.07
Bay,2012,1,0.29,306.07,70.03,44.83,57.43
Bay,2012,2,0.271,307.43,64.07,42.77,53.42
Bay,2012,3,0.252,308.57,58.4,42.58,50.49
Bay,2012,4,0.233,309.8,52.76,41.29,47.03
Bay,2012,5,0.214,310.99,47.53,39.57,43.55
Bay,2012,6,0.198,312.1,43.43,37.77,40.6
Bay,2012,7,0.183,312.99,41.05,35.85,38.45
Bay,2012,8,0.17,313.57,39.73,32.98,36.35
Bay,2012,9,0.159,313.81,38.1,29.61,33.85
Bay,2012,10,0.151,313.51,37.31,26,31.66
Bay,2012,11,0.147,312.78,38.31,24.34,31.33
Bay,2012,12,0.144,311.64,39,24.67,31.84
Bay,2012,13,0.145,310.33,38.98,24.78,31.88
Bay,2012,14,0.149,308.35,37.54,28.01,32.78
Bay,2012,15,0.156,305.72,34.88,33.86,34.37
Bay,2012,16,0.169,302.92,35.8,43,39.4
Bay,2012,17,0.192,301.07,41.46,44.12,42.79
Bay,2012,18,0.217,299.97,47.28,40.38,43.83
Bay,2012,19,0.237,299.44,51.39,34.83,43.11
Bay,2012,20,0.248,299.19,53.93,28.54,41.24
Bay,2012,21,0.251,299.03,56.04,22.55,39.3
Bay,2012,22,0.217,297.43,44.56,33.75,39.15
Bay,2012,23,0.197,296.41,41.57,37.87,39.72
Bay,2012,24,0.173,295.45,37.7,42.51,40.11
Bay,2012,25,0.15,294.38,34.31,48.67,41.49
Bay,2012,26,0.131,293.61,32.44,54.12,43.28
Bay,2012,27,0.116,293.89,32.31,52.17,42.24
Bay,2012,28,0.104,294.16,31.99,51.47,41.73
Bay,2012,29,0.097,294.99,33.04,46.75,39.9
Bay,2012,30,0.096,296.51,38.21,36.26,37.24
Bay,2012,31,0.099,298.08,45.3,26.85,36.07
Bay,2012,32,0.102,299.72,51.15,19.16,35.16
Bay,2012,33,0.102,301.17,54.88,13.2,34.04
Bay,2012,34,0.102,302.27,57.02,9.81,33.42
Bay,2012,35,0.105,303.37,59.32,7.67,33.49
Bay,2012,36,0.108,303.88,58.99,7.4,33.19
Bay,2012,37,0.111,303.82,53.35,11.21,32.28
Bay,2012,38,0.116,303.51,48.87,18.22,33.54
Bay,2012,39,0.126,302.83,47.61,24.75,36.18
Bay,2012,40,0.143,301.75,47.81,30.07,38.94
Bay,2012,41,0.163,300.32,47.96,39.6,43.78
Bay,2012,42,0.189,299.23,49.68,50.31,50
Bay,2012,43,0.217,298.78,52.97,54.91,53.94
Bay,2012,44,0.24,298.74,55.41,56.06,55.73
Bay,2012,45,0.256,299.08,56.37,54.49,55.43
Bay,2012,46,0.264,299.58,56.09,53.77,54.93
Bay,2012,47,0.267,299.86,55.08,55.12,55.1
Bay,2012,48,0.266,300.67,53.53,53.7,53.62
Bay,2012,49,0.263,302.05,51.9,49.63,50.76
Bay,2012,50,0.254,303.44,49.45,46.07,47.76
Bay,2012,51,0.243,305,46.68,41.88,44.28
Bay,2012,52,0.231,306.55,44.07,37.21,40.64
Bay,2013,1,0.211,307.49,38.55,36.91,37.73
Bay,2013,2,0.195,309.23,33.49,32.06,32.78
Bay,2013,3,0.18,310.55,28.89,30.51,29.7
Bay,2013,4,0.172,312.06,27.69,26.74,27.21
Bay,2013,5,0.16,312.55,24.3,28.96,26.63
Bay,2013,6,0.149,312.7,21.94,33.44,27.69
Bay,2013,7,0.143,312.53,21.71,39.95,30.83
Bay,2013,8,0.139,311.96,23.54,48.03,35.78
Bay,2013,9,0.137,311.08,26.03,55.95,40.99
Bay,2013,10,0.138,309.71,29.88,62.33,46.11
Bay,2013,11,0.144,307.51,37.59,71.95,54.77
Bay,2013,12,0.16,304.64,50.8,82,66.4
Bay,2013,13,0.183,301.93,64.56,88.79,76.67
Bay,2013,14,0.214,299.81,76.08,91.85,83.96
Bay,2013,15,0.243,298.09,81.38,91.49,86.44
Bay,2013,16,0.263,296.82,82.68,92.01,87.35
Bay,2013,17,0.276,295.9,81,91.53,86.27
Bay,2013,18,0.281,295.35,77.35,88.93,83.14
Bay,2013,19,0.28,294.93,71.66,86.67,79.17
Bay,2013,20,0.272,295.01,65.12,79.11,72.11
Bay,2013,21,0.253,294.51,57.21,76.04,66.64
Bay,2013,22,0.228,293.5,49.68,76.32,63.01
Bay,2013,23,0.2,292.75,42.94,74.34,58.64
Bay,2013,24,0.175,292.11,38.08,73.64,55.85
Bay,2013,25,0.152,291.75,34.88,71.82,53.34
Bay,2013,26,0.132,291.25,32.87,72.47,52.67
Bay,2013,27,0.116,291.02,31.99,72.3,52.14
Bay,2013,28,0.1,291.06,29.44,71.92,50.65
Bay,2013,29,0.09,291.75,28.55,69.09,48.78
Bay,2013,30,0.087,293.11,32.16,61.03,46.55
Bay,2013,31,0.091,294.99,39.22,50.03,44.61
Bay,2013,32,0.098,296.96,47.2,39.28,43.24
Bay,2013,33,0.105,298.76,55.84,30.77,43.31
Bay,2013,34,0.109,299.95,61.09,27.22,44.15
Bay,2013,35,0.114,301.11,64.88,24.69,44.78
Bay,2013,36,0.12,301.95,66.59,22.77,44.68
Bay,2013,37,0.124,302.48,61.93,23.77,42.85
Bay,2013,38,0.127,302.4,55.64,29,42.32
Bay,2013,39,0.133,301.81,51.37,34.76,43.06
Bay,2013,40,0.143,300.94,48.03,38.51,43.27
Bay,2013,41,0.159,299.95,46.31,44.07,45.19
Bay,2013,42,0.183,299.45,47.83,48.55,48.19
Bay,2013,43,0.214,299.18,52.75,51.42,52.08
Bay,2013,44,0.242,298.92,57.33,54.7,56.02
Bay,2013,45,0.264,299.18,60.58,53.85,57.21
Bay,2013,46,0.278,299.93,62.4,51.26,56.83
Bay,2013,47,0.284,300.85,62.7,48.2,55.45
Bay,2013,48,0.282,302.02,60.44,44.68,52.56
Bay,2013,49,0.274,303.34,56.95,41.49,49.22
Bay,2013,50,0.261,304.58,52.76,38.96,45.86
Bay,2013,51,0.244,305.73,47.48,37.37,42.43
Bay,2013,52,0.225,306.78,42.38,35.51,38.95
Bay,2014,1,0.209,307.94,38.08,34.37,36.23
Bay,2014,2,0.194,309.02,33.31,33.46,33.39
Bay,2014,3,0.18,310.05,29.24,33.81,31.52
Bay,2014,4,0.174,311.58,28.49,30.12,29.31
Bay,2014,5,0.162,312.19,25.38,31.75,28.57
Bay,2014,6,0.152,312.66,23.12,34.09,28.61
Bay,2014,7,0.144,312.79,22.46,38.13,30.3
Bay,2014,8,0.139,312.69,23.55,41.66,32.6
Bay,2014,9,0.135,312.4,24.89,43.42,34.15
Bay,2014,10,0.133,311.66,26.62,43.53,35.07
Bay,2014,11,0.135,310.65,30.47,43.57,37.02
Bay,2014,12,0.141,309.54,36.68,41.5,39.09
Bay,2014,13,0.15,308.62,40.91,36.93,38.92
Bay,2014,14,0.162,307.54,43.03,32.61,37.82
Bay,2014,15,0.175,305.87,43.22,31.25,37.24
Bay,2014,16,0.19,303.91,44.75,32.53,38.65
Bay,2014,17,0.206,302.05,46.58,32.43,39.5
Bay,2014,18,0.219,300.48,47.42,32.98,40.2
Bay,2014,19,0.229,299.14,47.28,36.85,42.07
Bay,2014,20,0.233,298.3,46.44,38.97,42.71
Bay,2014,21,0.228,297.63,44.99,38.8,41.91
Bay,2014,22,0.216,296.74,43.81,40.68,42.26
Bay,2014,23,0.198,296.32,42.1,38.56,40.33
Bay,2014,24,0.177,296.11,39.47,36.17,37.81
Bay,2014,25,0.155,295.61,36.51,37.69,37.1
Bay,2014,26,0.134,294.88,33.74,41.77,37.75
Bay,2014,27,0.115,294.23,31.09,46.27,38.67
Bay,2014,28,0.096,293.39,26.41,53.27,39.86
Bay,2014,29,0.083,293.03,24.21,58.94,41.57
Bay,2014,30,0.078,293.12,25.73,61.23,43.47
Bay,2014,31,0.079,294.36,29.86,55.32,42.58
Bay,2014,32,0.083,296.29,35.68,44.98,40.33
Bay,2014,33,0.088,298.2,42.51,35.37,38.94
Bay,2014,34,0.092,299.61,47.69,29.92,38.81
Bay,2014,35,0.097,300.35,51.72,30.34,41.03
Bay,2014,36,0.103,301.1,53.6,29.27,41.44
Bay,2014,37,0.106,301.66,48.66,30.77,39.71
Bay,2014,38,0.108,301.41,41.91,38.28,40.1
Bay,2014,39,0.112,301.04,37.55,42.25,39.9
Bay,2014,40,0.122,300.79,35.45,39.99,37.72
Bay,2014,41,0.137,300.31,35.14,39.97,37.55
Bay,2014,42,0.161,299.96,37.96,43.02,40.49
Bay,2014,43,0.192,299.64,43.33,46.69,45.01
Bay,2014,44,0.218,299.54,47.77,48.74,48.25
Bay,2014,45,0.24,299.93,51.43,47.22,49.33
Bay,2014,46,0.255,300.85,53.78,44.02,48.9
Bay,2014,47,0.264,301.7,54.93,42.09,48.51
Bay,2014,48,0.265,302.67,54,40.33,47.16
Bay,2014,49,0.261,304.02,51.81,37.05,44.43
Bay,2014,50,0.25,305.41,48.41,33.79,41.1
Bay,2014,51,0.235,306.8,43.96,30.82,37.39
Bay,2014,52,0.216,308.18,38.74,27.18,32.96
Bay,2015,1,0.199,309.53,33.76,25.04,29.4
Bay,2015,2,0.184,310.71,29.07,23.29,26.18
Bay,2015,3,0.17,311.75,24.81,23.26,24.04
Bay,2015,4,0.164,313.08,24.23,20.32,22.27
Bay,2015,5,0.152,313.53,21.07,22.4,21.74
Bay,2015,6,0.143,314.01,18.72,23.68,21.2
Bay,2015,7,0.135,314.37,17.91,24.72,21.31
Bay,2015,8,0.131,314.35,19.22,26.43,22.83
Bay,2015,9,0.129,313.86,21.12,29.56,25.34
Bay,2015,10,0.128,312.73,23.53,33.36,28.45
Bay,2015,11,0.131,311.29,28.06,37.77,32.91
Bay,2015,12,0.14,309.21,35.72,44.1,39.91
Bay,2015,13,0.153,307.11,43.51,48.53,46.02
Bay,2015,14,0.175,304.74,51.81,54,52.9
Bay,2015,15,0.204,302.35,59.86,58.4,59.13
Bay,2015,16,0.231,300.43,66.15,61.7,63.94
Bay,2015,17,0.251,299.06,68.95,61.07,65.01
Bay,2015,18,0.262,297.96,68.06,60.4,64.24
Bay,2015,19,0.266,297.51,64.97,56.22,60.59
Bay,2015,20,0.264,297.39,61.03,50.15,55.6
Bay,2015,21,0.254,297.29,57.35,43.02,50.19
Bay,2015,22,0.237,296.75,54.1,40.93,47.53
Bay,2015,23,0.215,296.51,50.55,36.95,43.76
Bay,2015,24,0.192,296.68,47.34,31.05,39.2
Bay,2015,25,0.17,296.8,44.66,27.29,35.97
Bay,2015,26,0.146,295.78,40.99,34.19,37.59
Bay,2015,27,0.124,294.28,36.82,45.81,41.33
Bay,2015,28,0.103,292.94,31.02,56.73,43.89
Bay,2015,29,0.09,292.72,28.94,61.1,45.06
Bay,2015,30,0.086,293.48,31.79,57.86,44.85
Bay,2015,31,0.088,294.73,37.11,52.04,44.57
Bay,2015,32,0.095,296.61,45.67,42,43.84
Bay,2015,33,0.104,298.57,56.12,32.24,44.18
Bay,2015,34,0.113,299.65,64.5,29.38,46.94
Bay,2015,35,0.12,300.24,69.57,30.92,50.24
Bay,2015,36,0.128,300.82,72.02,31.1,51.56
Bay,2015,37,0.135,301.5,69.68,31.9,50.79
Bay,2015,38,0.142,301.51,65.77,37.38,51.58
Bay,2015,39,0.15,300.66,62.37,46.1,54.24
Bay,2015,40,0.164,299.69,60.42,51.32,55.87
Bay,2015,41,0.185,298.7,60.04,57.4,58.72
Bay,2015,42,0.215,297.91,62.5,64.32,63.41
Bay,2015,43,0.248,297.6,67.17,66.95,67.06
Bay,2015,44,0.273,297.42,69.89,68.72,69.3
Bay,2015,45,0.291,297.8,70.93,65.89,68.41
Bay,2015,46,0.3,298.66,70.57,61.13,65.85
Bay,2015,47,0.301,299.46,68.83,57.98,63.41
Bay,2015,48,0.296,300.57,65.4,54.43,59.92
Bay,2015,49,0.287,301.94,61.57,50.54,56.05
Bay,2015,50,0.275,303.09,57.68,48.34,53.01
Bay,2015,51,0.26,304.27,53.48,46.39,49.94
Bay,2015,52,0.243,305.55,49.19,43.06,46.13
Bay,2016,1,0.225,306.82,44.48,41.11,42.8
Bay,2016,2,0.206,307.83,38.55,40.8,39.67
Bay,2016,3,0.19,308.77,33.52,41.96,37.74
Bay,2016,4,0.182,310.23,32.14,39.34,35.74
Bay,2016,5,0.168,310.84,28.43,41.53,34.98
Bay,2016,6,0.157,311.23,25.69,45.29,35.49
Bay,2016,7,0.148,311.27,24.93,51.11,38.02
Bay,2016,8,0.142,311.15,25.87,55.61,40.74
Bay,2016,9,0.138,310.86,27.01,57.97,42.49
Bay,2016,10,0.135,310.48,28,54.98,41.49
Bay,2016,11,0.135,311.03,31.27,40.34,35.8
Bay,2016,12,0.14,310.39,36.18,34.53,35.36
Bay,2016,13,0.147,309.67,38.74,28.68,33.71
Bay,2016,14,0.155,308.12,38.95,27.92,33.44
Bay,2016,15,0.166,305.88,38.58,30.87,34.72
Bay,2016,16,0.182,303.45,40.48,36.28,38.38
Bay,2016,17,0.2,301.42,43.81,38.47,41.14
Bay,2016,18,0.218,299.9,47.07,39.28,43.17
Bay,2016,19,0.229,298.76,47.6,41.3,44.43
Bay,2016,20,0.233,298.08,46.67,41.54,44.09
Bay,2016,21,0.23,297.84,45.96,36.27,41.11
Bay,2016,22,0.221,297.96,46.67,27.34,37.01
Bay,2016,23,0.204,297.54,45.82,26.16,35.99
Bay,2016,24,0.182,296.62,42.98,31.06,37.02
Bay,2016,25,0.157,295.55,38.4,37.72,38.06
Bay,2016,26,0.133,294.35,33.68,45.54,39.61
Bay,2016,27,0.112,293.31,30.38,53.13,41.74
Bay,2016,28,0.096,293,27.48,55.65,41.58
Bay,2016,29,0.088,293.64,27.6,53.07,40.35
Bay,2016,30,0.087,294.98,32.15,45.66,38.92
Bay,2016,31,0.089,296.59,38.15,37.48,37.82
Bay,2016,32,0.092,297.86,43.58,32.6,38.09
Bay,2016,33,0.094,298.69,47.84,31.28,39.56
Bay,2016,34,0.096,299.67,51.47,29.17,40.32
Bay,2016,35,0.101,300.77,55.18,26.89,41.04
Bay,2016,36,0.104,301.53,55.13,25.58,40.36
Bay,2016,37,0.103,302.05,47.21,27.08,37.15
Bay,2016,38,0.102,302.16,37.99,31.17,34.58
Bay,2016,39,0.101,301.8,30.56,34.88,32.72
Bay,2016,40,0.101,301.28,23.27,35.05,29.16
Bay,2016,41,0.104,300.94,18.04,33.21,25.63
Bay,2016,42,0.113,300.95,15.66,32.66,24.16
Bay,2016,43,0.124,301.08,14.58,32.33,23.46
Bay,2016,44,0.133,301.33,13.93,31.78,22.86
Bay,2016,45,0.145,301.75,14.75,31.44,23.09
Bay,2016,46,0.156,302.25,16.2,33.24,24.72
Bay,2016,47,0.169,303.06,19.23,32.49,25.86
Bay,2016,48,0.177,304.16,21.45,30.38,25.92
Bay,2016,49,0.18,305.45,22.24,28.03,25.14
Bay,2016,50,0.18,306.89,22.16,24.82,23.49
Bay,2016,51,0.176,308.31,21.79,21.88,21.84
Bay,2016,52,0.169,309.51,20.63,19.52,20.07
Bay,2017,1,0.162,310.7,19.26,18.38,18.82
Bay,2017,2,0.155,311.88,17.51,16.52,17.02
Bay,2017,3,0.147,312.82,15.87,16.8,16.34
Bay,2017,4,0.147,313.99,17.4,14.53,15.96
Bay,2017,5,0.139,314.18,15.36,18.08,16.72
Bay,2017,6,0.132,314.47,13.82,20.58,17.2
Bay,2017,7,0.126,314.7,13.2,22.46,17.83
Bay,2017,8,0.122,315.19,13.99,19.41,16.7
Bay,2017,9,0.118,315.38,14.69,15.68,15.19
Bay,2017,10,0.115,314.93,15.2,12.87,14.04
Bay,2017,11,0.115,314.42,17.08,9.69,13.39
Bay,2017,12,0.121,313.54,21.82,8.39,15.11
Bay,2017,13,0.128,312.34,25.83,7.98,16.91
Bay,2017,14,0.139,310.59,28.54,9.08,18.81
Bay,2017,15,0.152,308.28,30.45,12.56,21.51
Bay,2017,16,0.167,305.58,32.64,18.64,25.64
Bay,2017,17,0.185,303.07,36.1,22.87,29.49
Bay,2017,18,0.203,301.06,39.48,27.11,33.3
Bay,2017,19,0.213,299.64,39.3,31.5,35.39
Bay,2017,20,0.215,298.63,37.29,35.32,36.3
Bay,2017,21,0.209,297.82,35.56,36.73,36.14
Bay,2017,22,0.196,296.57,33.92,42.75,38.33
Bay,2017,23,0.18,295.57,32.8,46.01,39.41
Bay,2017,24,0.164,295.09,32.57,45.45,39.01
Bay,2017,25,0.145,294.37,31.13,48.23,39.68
Bay,2017,26,0.125,293.51,28.9,52.96,40.93
Bay,2017,27,0.107,293.14,26.68,54.93,40.8
Bay,2017,28,0.09,292.8,23.08,57.96,40.55
Bay,2017,29,0.08,293.13,22.02,58.01,40.06
Bay,2017,30,0.078,294.17,25.51,52.73,39.15
Bay,2017,31,0.08,295.65,31.33,45.09,38.2
Bay,2017,32,0.084,297,36.83,39.3,38.07
Bay,2017,33,0.087,297.82,41.88,37.83,39.85
Bay,2017,34,0.089,298.09,45.07,41,43.04
Bay,2017,35,0.093,298.59,48.13,43.01,45.57
Bay,2017,36,0.098,299.35,50.09,42.26,46.18
Bay,2017,37,0.102,299.9,45.53,45.6,45.56
Bay,2017,38,0.105,300.05,39.86,50.77,45.31
Bay,2017,39,0.111,300.38,36.58,48.58,42.58
Bay,2017,40,0.12,300.88,33.87,39.13,36.5
Bay,2017,41,0.129,300.68,30.64,36.08,33.36
Bay,2017,42,0.145,300.38,30.25,38.82,34.53
Bay,2017,43,0.166,300.27,32.23,40.51,36.37
Bay,2017,44,0.184,300.23,33.91,42.23,38.07
Bay,2017,45,0.208,300.79,38.72,39.7,39.21
Bay,2017,46,0.228,301.88,43.21,35.93,39.57
Bay,2017,47,0.239,302.85,45.26,33.73,39.5
Bay,2017,48,0.241,304.28,44.59,29.32,36.96
Bay,2017,49,0.235,305.63,42.1,26.65,34.37
Bay,2017,50,0.226,307.03,39.2,23.74,31.47
Bay,2017,51,0.214,308.08,35.93,23.14,29.54
Bay,2017,52,0.202,308.89,32.78,22.79,27.78
Bay,2018,1,0.187,309.84,28.89,23.44,26.16
Bay,2018,2,0.173,310.64,25,24.44,24.72
Bay,2018,3,0.162,311.43,21.83,26.65,24.24
Bay,2018,4,0.158,312.55,22.26,23.94,23.1
Bay,2018,5,0.148,312.41,19.76,28.62,24.19
Bay,2018,6,0.14,312.36,17.77,36.27,27.02
Bay,2018,7,0.133,312.07,17.32,43.18,30.25
Bay,2018,8,0.129,311.64,18.47,48.11,33.29
Bay,2018,9,0.127,311.22,19.85,53.24,36.54
Bay,2018,10,0.127,310.57,22.48,54.81,38.65
Bay,2018,11,0.131,309.2,27.58,56.45,42.01
Bay,2018,12,0.14,307.26,36,60.66,48.33
Bay,2018,13,0.154,304.73,43.92,66.47,55.19
Bay,2018,14,0.174,301.69,50.67,75.85,63.26
Bay,2018,15,0.198,299.31,56.39,83.02,69.71
Bay,2018,16,0.223,297.59,62.7,85.9,74.32
Bay,2018,17,0.245,296.41,65.76,86.53,76.16
Bay,2018,18,0.257,295.46,65.68,87.74,76.72
Bay,2018,19,0.265,294.94,64.27,86.51,75.4
Bay,2018,20,0.264,294.96,61.52,79.66,70.59
Bay,2018,21,0.256,294.67,58.53,74.02,66.29
Bay,2018,22,0.243,293.91,57.15,71.62,64.4
Bay,2018,23,0.227,293.89,57.22,62.57,59.9
Bay,2018,24,0.21,294.35,57.07,52.26,54.66
Bay,2018,25,0.189,294.58,55.35,46.49,50.92
Bay,2018,26,0.167,294.63,52.52,43.52,48.02
Bay,2018,27,0.144,294.39,48.35,44.72,46.53
Bay,2018,28,0.123,294.18,42.88,46.86,44.9
Bay,2018,29,0.109,295.03,40.58,42.62,41.66
Bay,2018,30,0.104,296.31,42.75,35.81,39.32
Bay,2018,31,0.102,296.99,46.79,34.79,40.79
Bay,2018,32,0.105,297.8,52.35,33.42,42.89
Bay,2018,33,0.108,298.46,58.15,33.28,45.71
Bay,2018,34,0.111,298.76,62.45,36.01,49.23
Bay,2018,35,0.115,299.19,65.26,38.55,51.91
Bay,2018,36,0.12,299.92,65.76,38.03,51.9
Bay,2018,37,0.123,300.39,60.69,41.7,51.19
Bay,2018,38,0.125,300.39,53.96,47.95,50.96
Bay,2018,39,0.129,300.4,47.99,48.44,48.21
Bay,2018,40,0.134,300.18,42.24,46.21,44.22
Bay,2018,41,0.142,299.84,37.54,45.06,41.3
Bay,2018,42,0.156,299.84,35.58,44.33,39.96
Bay,2018,43,0.175,299.51,36.22,48.07,42.15
Bay,2018,44,0.196,299.34,38.87,50.84,44.85
Bay,2018,45,0.216,299.7,42.34,49.46,45.9
Bay,2018,46,0.231,300.17,44.51,49.46,46.98
Bay,2018,47,0.241,300.63,46.28,49.77,48.03
Bay,2018,48,0.244,301.35,46.16,49.26,47.71
Bay,2018,49,0.242,302.39,45.36,47.6,46.48
Bay,2018,50,0.239,303.32,44.74,46.76,45.75
Bay,2018,51,0.223,304.6,39.55,44.2,41.87
Bay,2018,52,0.211,305.76,36.94,41.56,39.25
Bay,2019,1,0.198,307.06,33.84,39.49,36.67
Bay,2019,2,0.186,308.48,30.1,36.6,33.35
Bay,2019,3,0.174,309.86,26.56,34.82,30.69
Bay,2019,4,0.168,311.47,26.02,30.64,28.33
Bay,2019,5,0.156,312.19,22.91,31.52,27.21
Bay,2019,6,0.146,312.81,20.49,32.55,26.52
Bay,2019,7,0.138,313.28,19.41,33.48,26.44
Bay,2019,8,0.132,313.76,19.68,31.38,25.53
Bay,2019,9,0.127,314.32,19.93,25,22.46
Bay,2019,10,0.123,314.31,19.84,18.46,19.15
Bay,2019,11,0.121,314.1,20.83,12.59,16.71
Bay,2019,12,0.124,313.66,24.19,7.44,15.81
