region,year,week,SMN,SMT,VCI,TCI,VHI
Awdal,1991,11,0.061,305.04,48.07,52.57,50.32
Awdal,1991,12,0.068,305.3,52.63,47.88,50.25
Awdal,1991,13,0.074,305.64,56.53,45.32,50.92
Awdal,1991,14,0.077,306.47,59.46,44.38,51.92
Awdal,1991,15,0.079,307.07,60.4,41.61,51.01
Awdal,1991,16,0.078,307.37,56.83,41,48.92
Awdal,1991,17,0.076,307.84,50.33,39.87,45.1
Awdal,1991,18,0.073,308.67,44.69,36.23,40.46
Awdal,1991,19,0.068,309,39.31,35.74,37.53
Awdal,1991,20,0.064,309.41,35.82,34.23,35.03
Awdal,1991,21,0.06,310.14,34.68,32.91,33.8
Awdal,1991,22,0.056,310.6,34.05,34.56,34.31
Awdal,1991,23,0.051,311.03,33.72,34.7,34.21
Awdal,1991,24,0.045,311.37,32.93,34.69,33.81
Awdal,1991,25,0.039,310.91,31.92,38.15,35.04
Awdal,1991,26,0.033,310.42,31.11,38.19,34.65
Awdal,1991,27,0.028,310.3,30.89,33.46,32.17
Awdal,1991,28,0.024,310.13,30.21,28.84,29.53
Awdal,1991,29,0.022,309.89,30.21,26.13,28.17
Awdal,1991,30,0.02,309.8,31.4,23.3,27.35
Awdal,1991,31,0.02,309.74,31.85,21.98,26.91
Awdal,1991,32,0.02,309.95,31.74,20.52,26.13
Awdal,1991,33,0.021,310.24,30.8,19.18,24.99
Awdal,1991,34,0.021,310.32,29.25,20.12,24.68
Awdal,1991,35,0.022,310.31,27.22,22.49,24.85
Awdal,1991,36,0.023,310.54,25.59,24.28,24.94
Awdal,1991,37,0.025,310.87,24.06,26.22,25.14
Awdal,1991,38,0.027,310.82,22.44,31.19,26.81
Awdal,1991,39,0.03,310.46,21.79,36.62,29.21
Awdal,1991,40,0.033,310.49,22.78,37.25,30.02
Awdal,1991,41,0.037,310.6,24.85,33.89,29.37
Awdal,1991,42,0.04,310.11,25.53,33.24,29.39
Awdal,1991,43,0.042,309.73,26.34,31.34,28.84
Awdal,1991,44,0.044,309.48,26.64,28.13,27.39
Awdal,1991,45,0.046,309.12,25.66,27.09,26.38
Awdal,1991,46,0.047,308.82,24.87,25.21,25.04
Awdal,1991,47,0.045,308.03,22.61,27.3,24.96
Awdal,1991,48,0.044,307.05,20.4,30.55,25.48
Awdal,1991,49,0.043,306.35,19.78,34.16,26.97
Awdal,1991,50,0.042,305.6,19.34,42.7,31.02
Awdal,1991,51,0.041,305.19,19.68,45.22,32.45
Awdal,1991,52,0.04,304.74,19.85,46.4,33.12
Awdal,1992,1,0.038,303.64,17.23,52.11,34.67
Awdal,1992,2,0.034,302.07,15.68,64.82,40.25
Awdal,1992,3,0.031,300.51,14.66,76.86,45.76
Awdal,1992,4,0.03,299.72,15.12,82.88,49
Awdal,1992,5,0.03,299.48,17.11,83.44,50.28
Awdal,1992,6,0.032,299.69,20.53,82.44,51.49
Awdal,1992,7,0.034,299.52,24.56,80.71,52.63
Awdal,1992,8,0.038,300.09,30.6,77.41,54.01
Awdal,1992,9,0.045,301.58,35.64,71.61,53.62
Awdal,1992,10,0.05,302.56,38.87,66.87,52.87
Awdal,1992,11,0.053,303.14,38.96,62.64,50.8
Awdal,1992,12,0.055,303.84,39.09,54.27,46.68
Awdal,1992,13,0.058,304.64,40.36,48.99,44.68
Awdal,1992,14,0.061,305.16,42.78,49.44,46.11
Awdal,1992,15,0.063,305.6,44.38,48.09,46.23
Awdal,1992,16,0.066,306.19,44.83,46.93,45.88
Awdal,1992,17,0.067,306.6,42.35,46.55,44.45
Awdal,1992,18,0.066,306.97,39.23,45.87,42.55
Awdal,1992,19,0.064,307.35,36.31,44.96,40.64
Awdal,1992,20,0.061,307.01,33.37,48.19,40.78
Awdal,1992,21,0.059,307.91,33.44,46.52,39.98
Awdal,1992,22,0.057,309.29,34.6,43.25,38.92
Awdal,1992,23,0.053,309.71,34.7,44.09,39.4
Awdal,1992,24,0.047,309.68,33.88,47.49,40.68
Awdal,1992,25,0.041,309.23,33.61,50.82,42.21
Awdal,1992,26,0.037,308.53,35.29,51.78,43.53
Awdal,1992,27,0.033,307.71,37.7,51.61,44.66
Awdal,1992,28,0.031,306.84,40.14,50.37,45.25
Awdal,1992,29,0.03,305.96,42.55,50.23,46.39
Awdal,1992,30,0.03,305.65,46.38,48.24,47.31
Awdal,1992,31,0.032,305.76,50.5,46.07,48.29
Awdal,1992,32,0.036,305.71,55.52,46.46,50.99
Awdal,1992,33,0.04,305.52,59.05,49.04,54.04
Awdal,1992,34,0.043,304.79,61,54.99,57.99
Awdal,1992,35,0.047,304.51,63.49,59.33,61.41
Awdal,1992,36,0.051,304.58,65.85,63.04,64.45
Awdal,1992,37,0.056,305.15,68.03,65.26,66.65
Awdal,1992,38,0.061,306.29,70.71,64.22,67.47
Awdal,1992,39,0.066,307.4,74.04,60.32,67.18
Awdal,1992,40,0.07,308.13,76.09,57.09,66.59
Awdal,1992,41,0.073,308.19,75.54,55.48,65.51
Awdal,1992,42,0.074,307.83,68.93,53.14,61.04
Awdal,1992,43,0.073,307.59,65.21,49.09,57.15
Awdal,1992,44,0.072,307.46,60.87,44.19,52.53
Awdal,1992,45,0.07,307.32,53.74,41.67,47.71
Awdal,1992,46,0.066,306.91,45.99,40.96,43.47
Awdal,1992,47,0.063,306.32,40.78,41.75,41.27
Awdal,1992,48,0.06,305.55,36.33,43,39.66
Awdal,1992,49,0.057,304.21,32.11,51.62,41.86
Awdal,1992,50,0.054,302.77,30.19,67.63,48.91
Awdal,1992,51,0.055,301.11,32.03,83.04,57.54
Awdal,1992,52,0.061,300.43,38.75,85.28,62.01
Awdal,1993,1,0.066,300.53,45.31,79.63,62.47
Awdal,1993,2,0.068,299.67,50.35,84.28,67.32
Awdal,1993,3,0.071,298.97,56.35,87.33,71.84
Awdal,1993,4,0.072,297.97,57.73,91.75,74.74
Awdal,1993,5,0.079,297.96,64.18,90.31,77.25
Awdal,1993,6,0.093,298.62,76.24,87.16,81.7
Awdal,1993,7,0.115,300.01,90.48,76.93,83.7
Awdal,1993,8,0.135,301.84,96.87,66.86,81.86
Awdal,1993,9,0.149,303.06,98.69,64.35,81.52
Awdal,1993,10,0.153,303.38,98.78,64.5,81.64
Awdal,1993,11,0.153,303.62,98.41,62.38,80.39
Awdal,1993,12,0.15,303.25,97.63,59.43,78.53
Awdal,1993,13,0.146,303.34,96.77,56.88,76.82
Awdal,1993,14,0.14,303.77,95.23,57.31,76.27
Awdal,1993,15,0.134,303.64,93.16,58.82,75.99
Awdal,1993,16,0.133,303.6,91.18,61.68,76.43
Awdal,1993,17,0.132,303.64,87.32,63.81,75.56
Awdal,1993,18,0.133,303.86,85.19,63.59,74.39
Awdal,1993,19,0.133,304.46,84.35,61.08,72.71
Awdal,1993,20,0.129,305.45,82.84,56.96,69.9
Awdal,1993,21,0.125,307.02,82.77,51.97,67.37
Awdal,1993,22,0.119,308.58,84.1,48.12,66.11
Awdal,1993,23,0.109,309.39,85.08,46.87,65.98
Awdal,1993,24,0.101,309.92,86.23,46.2,66.22
Awdal,1993,25,0.093,310.29,87.87,43.24,65.56
Awdal,1993,26,0.084,310.39,89.59,38.8,64.2
Awdal,1993,27,0.077,310.32,90.43,33.6,62.01
Awdal,1993,28,0.07,310.02,89.66,29.74,59.7
Awdal,1993,29,0.065,309.85,88.46,26.77,57.62
Awdal,1993,30,0.062,309.52,87.43,25.97,56.7
Awdal,1993,31,0.059,309.1,85.39,27.43,56.41
Awdal,1993,32,0.058,308.53,82.94,31.34,57.14
Awdal,1993,33,0.058,308.55,81.1,32.83,56.96
Awdal,1993,34,0.06,309.34,80.2,30.06,55.13
Awdal,1993,35,0.063,309.64,79.41,30.81,55.11
Awdal,1993,36,0.066,309.76,79.25,32.94,56.1
Awdal,1993,37,0.069,309.89,79.88,35.8,57.84
Awdal,1993,38,0.075,310.24,81.94,37.58,59.76
Awdal,1993,39,0.08,310.38,83.71,39.11,61.41
Awdal,1993,40,0.084,310,84.55,43.28,63.92
Awdal,1993,41,0.088,309.62,84.7,44.39,64.54
Awdal,1993,42,0.09,309.29,82.27,42.16,62.21
Awdal,1993,43,0.092,308.62,82.18,41.88,62.03
Awdal,1993,44,0.092,307.83,79.7,42.18,60.94
Awdal,1993,45,0.09,306.75,72.57,46.79,59.68
Awdal,1993,46,0.089,306.51,66.41,44.71,55.56
Awdal,1993,47,0.089,306.66,62.2,39.52,50.86
Awdal,1993,48,0.089,306.42,59.48,37.09,48.28
Awdal,1993,49,0.091,306.36,59.51,36.22,47.87
Awdal,1993,50,0.093,306.55,61.18,36.48,48.83
Awdal,1993,51,0.093,306.74,62.74,33.24,47.99
Awdal,1993,52,0.09,306.5,63.16,33.04,48.1
Awdal,1994,1,0.086,306.16,62.89,31.25,47.07
Awdal,1994,2,0.083,306.07,64.39,31.53,47.96
Awdal,1994,3,0.082,305.99,67.07,32.74,49.91
Awdal,1994,4,0.079,305.61,65.33,37.58,51.45
Awdal,1994,5,0.075,305.37,61.69,40.59,51.14
Awdal,1994,6,0.068,305.05,57.03,44.88,50.95
Awdal,1994,7,0.061,305.02,52.46,45.53,48.99
Awdal,1994,8,0.054,304.72,47.01,49.62,48.31
Awdal,1994,9,0.046,303.26,38.73,63.36,51.04
Awdal,1994,10,0.041,301.92,33.02,71.7,52.36
Awdal,1994,11,0.038,302.21,28.81,68.55,48.68
Awdal,1994,12,0.038,301.68,26.74,64.96,45.85
Awdal,1994,13,0.04,300.46,26.98,65.96,46.47
Awdal,1994,14,0.044,300.11,29.31,68.18,48.74
Awdal,1994,15,0.049,299.58,32.63,69.11,50.87
Awdal,1994,16,0.052,297.92,33.63,73.85,53.74
Awdal,1994,17,0.055,295.5,33.25,79.3,56.27
Awdal,1994,18,0.059,294.81,33.83,79.83,56.83
Awdal,1994,19,0.06,296.61,33.12,73.79,53.45
Awdal,1994,20,0.059,299.93,32.15,65.97,49.06
Awdal,1994,21,0.056,302.06,31.09,61.74,46.41
Awdal,1994,22,0.049,303.48,27.97,64.71,46.34
Awdal,1994,23,0.042,304.96,25.42,65.56,45.49
Awdal,1994,24,0.037,306.91,23.67,60.21,41.94
Awdal,1994,25,0.033,306.73,24.05,61.9,42.97
Awdal,1994,26,0.029,305.22,25.42,66.64,46.03
Awdal,1994,27,0.027,305.5,28.62,58.39,43.5
Awdal,1994,28,0.026,304.83,31.92,53.34,42.63
Awdal,1994,29,0.025,303.13,35.16,54.57,44.86
Awdal,1994,30,0.027,301.13,40.51,56.79,48.65
Awdal,1994,31,0.029,299.75,44.37,58.43,51.4
Awdal,1994,32,0.031,299.02,46.69,61.38,54.04
Awdal,1994,33,0.032,299.39,46.49,62.83,54.66
Awdal,1994,34,0.033,300.15,44.09,63.07,53.58
Awdal,1994,35,0.033,301.12,41.13,61.56,51.35
Awdal,1994,36,0.033,302.61,36.55,61.84,49.2
Awdal,1995,7,0.095,307.8,79.14,25.07,52.1
Awdal,1995,8,0.088,307.47,75.88,30.07,52.98
Awdal,1995,9,0.083,306.96,71.14,37.88,54.51
Awdal,1995,10,0.082,306.31,67.8,44.87,56.33
Awdal,1995,11,0.082,305.35,65.12,50.39,57.76
Awdal,1995,12,0.083,304.2,63.52,51.92,57.72
Awdal,1995,13,0.086,303.85,64.38,51.82,58.1
Awdal,1995,14,0.089,304.01,66.77,54.29,60.53
Awdal,1995,15,0.09,304.04,67.3,55.48,61.39
Awdal,1995,16,0.089,303.6,65.18,59.71,62.44
Awdal,1995,17,0.09,304.89,62.46,55.28,58.87
Awdal,1995,18,0.093,307.8,62.28,41.02,51.65
Awdal,1995,19,0.094,310.06,62.55,29.8,46.18
Awdal,1995,20,0.09,311.27,59.85,24.08,41.97
Awdal,1995,21,0.084,312.24,56.94,21.51,39.23
Awdal,1995,22,0.078,313.17,56.1,19.72,37.91
Awdal,1995,23,0.072,313.49,55.46,19.12,37.29
Awdal,1995,24,0.065,313.52,54.46,19.52,36.99
Awdal,1995,25,0.058,313.45,54.91,19.1,37
Awdal,1995,26,0.052,312.99,56.01,18.59,37.3
Awdal,1995,27,0.046,312.18,57,19.31,38.16
Awdal,1995,28,0.043,310.99,58.23,22.58,40.4
Awdal,1995,29,0.04,309.91,58.97,26.37,42.67
Awdal,1995,30,0.04,309.37,61.79,26.42,44.1
Awdal,1995,31,0.041,309.17,63.79,25.96,44.87
Awdal,1995,32,0.042,309.24,64.63,25.54,45.09
Awdal,1995,33,0.043,309.49,63.55,25.46,44.51
Awdal,1995,34,0.045,310.07,62.57,24.16,43.36
Awdal,1995,35,0.047,311.02,62.44,20.73,41.58
Awdal,1995,36,0.049,311.77,61.59,18.39,39.99
Awdal,1995,37,0.05,312.35,59.66,17.46,38.56
Awdal,1995,38,0.052,313.05,58.89,15.34,37.11
Awdal,1995,39,0.053,313.43,56.9,13.58,35.24
Awdal,1995,40,0.053,313.43,52.79,13.03,32.91
Awdal,1995,41,0.053,313.08,48.34,13.1,30.72
Awdal,1995,42,0.052,312.66,42.83,12.47,27.65
Awdal,1995,43,0.052,312.42,40.02,10.22,25.12
Awdal,1995,44,0.051,311.9,35.69,9.72,22.7
Awdal,1995,45,0.05,311.18,29.6,10.78,20.19
Awdal,1995,46,0.047,310.3,24.7,13.08,18.89
Awdal,1995,47,0.045,309.45,21.28,15.19,18.23
Awdal,1995,48,0.041,308.47,17.51,18.24,17.87
Awdal,1995,49,0.037,307.37,14.02,24.43,19.23
Awdal,1995,50,0.034,306.76,11.94,30.82,21.38
Awdal,1995,51,0.032,306.65,11.34,30.32,20.83
Awdal,1995,52,0.03,306.53,10.5,28.71,19.6
Awdal,1996,1,0.027,306.42,7.37,24.44,15.91
Awdal,1996,2,0.026,306.45,8.18,23.22,15.7
Awdal,1996,3,0.027,307.09,11.51,19.08,15.29
Awdal,1996,4,0.028,308,15,14.44,14.72
Awdal,1996,5,0.029,308.42,17.51,13.72,15.61
Awdal,1996,6,0.029,309.14,20.01,12.04,16.03
Awdal,1996,7,0.03,310.11,22.74,9.17,15.95
Awdal,1996,8,0.029,310.5,24.25,10.43,17.34
Awdal,1996,9,0.026,310.14,20.91,17.61,19.26
Awdal,1996,10,0.024,309.85,17.89,23.65,20.77
Awdal,1996,11,0.025,310.36,17.18,23.38,20.28
Awdal,1996,12,0.027,310.84,16.94,20.65,18.79
Awdal,1996,13,0.029,310.56,15.89,22.56,19.23
Awdal,1996,14,0.031,310.39,15.48,25.99,20.73
Awdal,1996,15,0.034,310.61,16.3,24.29,20.3
Awdal,1996,16,0.037,310.21,17.97,26.33,22.15
Awdal,1996,17,0.039,309.1,17.6,33.42,25.51
Awdal,1996,18,0.042,308.07,17.24,40.86,29.05
Awdal,1996,19,0.044,307.95,17.93,43.38,30.65
Awdal,1996,20,0.046,307.71,18.81,45.48,32.14
Awdal,1996,21,0.045,306.76,18.77,53.72,36.24
Awdal,1996,22,0.042,305.96,18.73,63.27,41
Awdal,1996,23,0.041,306.49,20.34,65.42,42.88
Awdal,1996,24,0.04,307.65,23.77,62.71,43.24
Awdal,1996,25,0.038,308.49,27.3,57.52,42.41
Awdal,1996,26,0.035,308.78,31.27,51.63,41.45
Awdal,1996,27,0.034,309.58,36.71,39.98,38.35
Awdal,1996,28,0.033,310.34,41.02,28.26,34.64
Awdal,1996,29,0.032,310.42,43.04,23.59,33.31
Awdal,1996,30,0.031,310.1,43.27,21.98,32.63
Awdal,1996,31,0.031,310.92,44.09,16.13,30.11
Awdal,1996,32,0.03,311.44,42.7,13.52,28.11
Awdal,1996,33,0.032,312.08,41.51,10.65,26.08
Awdal,1996,34,0.034,312.38,41,10.03,25.51
Awdal,1996,35,0.036,312.65,40.36,10.22,25.29
Awdal,1996,36,0.038,312.96,39.51,10.19,24.85
Awdal,1996,37,0.04,313.26,39.19,10.5,24.85
Awdal,1996,38,0.043,313.42,38.99,11.95,25.47
Awdal,1996,39,0.044,313.23,37.13,14.72,25.93
Awdal,1996,40,0.045,312.82,35.32,17.87,26.6
Awdal,1996,41,0.048,312.79,36.8,15.86,26.33
Awdal,1996,42,0.05,312.75,36.01,12.31,24.16
Awdal,1996,43,0.051,312.42,35.17,10.75,22.96
Awdal,1996,44,0.051,312,33.85,9.45,21.65
Awdal,1996,45,0.051,311.13,31.43,11.63,21.53
Awdal,1996,46,0.052,310.25,30.64,13.92,22.28
Awdal,1996,47,0.052,309.29,29.76,17.02,23.39
Awdal,1996,48,0.051,308.52,27.96,18.73,23.35
Awdal,1996,49,0.049,307.99,27,20.97,23.99
Awdal,1996,50,0.05,307.99,27.71,21.79,24.75
Awdal,1996,51,0.05,308.28,28.96,17.2,23.08
Awdal,1996,52,0.047,307.95,28.32,17.94,23.13
Awdal,1997,1,0.044,307.61,26.01,15.37,20.69
Awdal,1997,2,0.043,307.63,27.29,14.64,20.97
Awdal,1997,3,0.042,307.9,29.82,14.11,21.96
Awdal,1997,4,0.042,308.38,30.75,13.04,21.89
Awdal,1997,5,0.044,308.88,32.67,11.63,22.15
Awdal,1997,6,0.045,308.93,35.33,15.2,25.27
Awdal,1997,7,0.045,309.15,38.03,17.03,27.53
Awdal,1997,8,0.046,309.98,40.18,14.78,27.48
Awdal,1997,9,0.043,310,37.42,19.72,28.57
Awdal,1997,10,0.039,308.49,32.24,32.09,32.16
Awdal,1997,11,0.037,306.99,28.38,40.96,34.67
Awdal,1997,12,0.036,305.14,25.53,46.08,35.8
Awdal,1997,13,0.037,304.12,23.78,48.83,36.3
Awdal,1997,14,0.04,303.99,24.52,52.2,38.36
Awdal,1997,15,0.045,304.9,27.57,49.53,38.55
Awdal,1997,16,0.05,306.08,29.89,45.87,37.88
Awdal,1997,17,0.053,307.3,29.8,41.18,35.49
Awdal,1997,18,0.054,307.97,28.61,38.09,33.35
Awdal,1997,19,0.054,308.33,27.56,38.36,32.96
Awdal,1997,20,0.053,309.21,27.15,34.93,31.04
Awdal,1997,21,0.053,310.47,27.59,30.52,29.06
Awdal,1997,22,0.051,311.19,28.32,30.96,29.64
Awdal,1997,23,0.047,311,28.34,34.91,31.63
Awdal,1997,24,0.044,310.86,29.41,38.55,33.98
Awdal,1997,25,0.041,310.96,32.02,38.01,35.01
Awdal,1997,26,0.039,310.97,36.65,34.25,35.45
Awdal,1997,27,0.038,311.06,42.66,28.01,35.33
Awdal,1997,28,0.037,311.13,47.31,21.63,34.47
Awdal,1997,29,0.037,311.17,50.26,17.58,33.92
Awdal,1997,30,0.036,311.19,52.99,14.52,33.76
Awdal,1997,31,0.036,311.1,53.42,13.57,33.5
Awdal,1997,32,0.037,311.3,53.01,12.59,32.8
Awdal,1997,33,0.038,311.54,52.05,12.61,32.33
Awdal,1997,34,0.04,311.59,51.16,14.09,32.63
Awdal,1997,35,0.041,310.93,49.39,20.22,34.81
Awdal,1997,36,0.041,309.83,46.61,30.19,38.4
Awdal,1997,37,0.043,310.33,45.01,31.64,38.32
Awdal,1997,38,0.045,310.51,45.01,34.53,39.77
Awdal,1997,39,0.048,309.12,44.43,47.16,45.8
Awdal,1997,40,0.049,307.03,43.39,64.21,53.8
Awdal,1997,41,0.053,304.88,45.81,79.21,62.51
Awdal,1997,42,0.059,302.82,49.95,89.41,69.68
Awdal,1997,43,0.067,301.47,58.97,93.2,76.09
Awdal,1997,44,0.078,300.17,68.68,95.44,82.06
Awdal,1997,45,0.092,299.76,75.92,96.91,86.42
Awdal,1997,46,0.104,299.44,80.75,97.65,89.2
Awdal,1997,47,0.115,299.18,84.53,97.98,91.25
Awdal,1997,48,0.124,298.22,86.38,98.78,92.58
Awdal,1997,49,0.132,297.84,88.35,99.17,93.76
Awdal,1997,50,0.135,299.13,89.34,97.87,93.61
Awdal,1997,51,0.133,299.91,89.15,93.81,91.48
Awdal,1997,52,0.125,299.4,85.82,94.2,90.01
Awdal,1998,1,0.114,298.52,80.77,97.91,89.34
Awdal,1998,2,0.112,298.5,82.52,95.58,89.05
Awdal,1998,3,0.113,298.76,88.07,91.41,89.74
Awdal,1998,4,0.118,299.63,94.84,84.24,89.54
Awdal,1998,5,0.12,300.68,96.07,74.92,85.5
Awdal,1998,6,0.117,301.58,95.33,69.17,82.25
Awdal,1998,7,0.109,302.43,91.92,61.85,76.88
Awdal,1998,8,0.1,302.95,85.98,59.92,72.95
Awdal,1998,9,0.094,303.75,80.18,59.49,69.84
Awdal,1998,10,0.091,304.75,76.65,55.72,66.18
Awdal,1998,11,0.089,305.88,73.22,49.64,61.43
Awdal,1998,12,0.087,307.19,70.05,39.88,54.97
Awdal,1998,13,0.083,307.66,66.07,36.46,51.26
Awdal,1998,14,0.078,307.89,61.59,37.3,49.45
Awdal,1998,15,0.075,308.13,57.7,35.88,46.79
Awdal,1998,16,0.072,308.15,52.79,36.66,44.72
Awdal,1998,17,0.072,308.57,48.83,35.66,42.25
Awdal,1998,18,0.074,309.49,48.04,31.77,39.9
Awdal,1998,19,0.077,310.39,48.8,28.52,38.66
Awdal,1998,20,0.078,311.39,49.32,23.95,36.63
Awdal,1998,21,0.077,312,50.21,23.2,36.71
Awdal,1998,22,0.074,312.6,51.94,23.45,37.7
Awdal,1998,23,0.07,312.67,54.42,24.55,39.49
Awdal,1998,24,0.065,312.7,56.32,25.43,40.88
Awdal,1998,25,0.06,312.83,59.08,23.93,41.5
Awdal,1998,26,0.056,312.23,63.19,24.73,43.96
Awdal,1998,27,0.052,311.37,67.45,25.69,46.57
Awdal,1998,28,0.049,310.33,70.64,27.15,48.9
Awdal,1998,29,0.048,309.46,72.75,28.75,50.75
Awdal,1998,30,0.047,308.79,75.71,29.88,52.79
Awdal,1998,31,0.047,308.14,77.31,31.98,54.65
Awdal,1998,32,0.049,307.64,78.77,34.89,56.83
Awdal,1998,33,0.052,307.29,79.85,38.44,59.14
Awdal,1998,34,0.055,307,80.97,42.92,61.95
Awdal,1998,35,0.058,307.15,82.12,46.04,64.08
Awdal,1998,36,0.062,307.43,83.4,48.7,66.05
Awdal,1998,37,0.065,307.62,82.9,53.27,68.08
Awdal,1998,38,0.067,307.84,81.66,57.51,69.59
Awdal,1998,39,0.069,307.83,80.86,60.66,70.76
Awdal,1998,40,0.072,307.95,80.73,61.1,70.91
Awdal,1998,41,0.076,308.02,80.82,58.05,69.43
Awdal,1998,42,0.078,308.15,77.11,51.31,64.21
Awdal,1998,43,0.081,308.37,77.52,43.64,60.58
Awdal,1998,44,0.084,308.58,76.26,36.28,56.27
Awdal,1998,45,0.085,308.6,71.39,32.1,51.74
Awdal,1998,46,0.084,308.21,66.13,30.94,48.54
Awdal,1998,47,0.083,307.86,61.52,29.54,45.53
Awdal,1998,48,0.081,307.66,57.44,26.69,42.06
Awdal,1998,49,0.08,307.5,55.19,26.12,40.66
Awdal,1998,50,0.078,307.21,53.48,29.66,41.57
Awdal,1998,51,0.074,306.84,50.97,31.5,41.24
Awdal,1998,52,0.07,306.49,49.71,32.1,40.9
Awdal,1999,1,0.066,306.28,48.9,28.72,38.81
Awdal,1999,2,0.064,306.32,49.08,27.51,38.3
Awdal,1999,3,0.061,306.26,49.58,28.88,39.23
Awdal,1999,4,0.06,306.51,49.17,28.86,39.01
Awdal,1999,5,0.061,307.27,49.64,24.34,36.99
Awdal,1999,6,0.06,307.55,49.99,25.19,37.59
Awdal,1999,7,0.057,307.33,50.14,29.15,39.65
Awdal,1999,8,0.055,307.01,49.6,34.19,41.9
Awdal,1999,9,0.053,306.54,46.98,42.52,44.75
Awdal,1999,10,0.054,306.46,47.46,46.28,46.87
Awdal,1999,11,0.059,306.44,49.91,47.38,48.65
Awdal,1999,12,0.066,306.75,54.63,42.8,48.71
Awdal,1999,13,0.071,307.54,58.46,37.93,48.2
Awdal,1999,14,0.074,308.49,61.1,35.78,48.44
Awdal,1999,15,0.076,309.38,61.51,30.88,46.2
Awdal,1999,16,0.076,309.89,58.17,28.61,43.39
Awdal,1999,17,0.074,310.42,51.31,26.74,39.03
Awdal,1999,18,0.072,311.38,45.99,22.6,34.3
Awdal,1999,19,0.068,311.98,41.25,21.25,31.25
Awdal,1999,20,0.063,312.29,36.82,20.57,28.69
Awdal,1999,21,0.058,312.21,33.66,23.6,28.63
Awdal,1999,22,0.052,311.94,31.26,28.81,30.03
Awdal,1999,23,0.047,311.39,30.21,33.97,32.09
Awdal,1999,24,0.042,310.48,29.3,41.98,35.64
Awdal,1999,25,0.037,309.59,29.24,48.4,38.82
Awdal,1999,26,0.034,308.72,30.55,50.92,40.74
Awdal,1999,27,0.031,308.04,33.25,49.94,41.6
Awdal,1999,28,0.03,307.33,37.62,47.87,42.75
Awdal,1999,29,0.031,306.93,42.02,45.38,43.7
Awdal,1999,30,0.032,306.68,45.94,42.58,44.26
Awdal,1999,31,0.032,306.59,47.3,40.58,43.94
Awdal,1999,32,0.034,306.81,48.39,39.39,43.89
Awdal,1999,33,0.036,307.03,49.03,39.69,44.36
Awdal,1999,34,0.039,307.26,48.5,41.1,44.8
Awdal,1999,35,0.042,307.96,49.14,40.46,44.8
Awdal,1999,36,0.045,307.98,50.99,43.87,47.43
Awdal,1999,37,0.048,308.23,51.14,45.97,48.55
Awdal,1999,38,0.05,308.06,49.61,50.37,49.99
Awdal,1999,39,0.052,307.88,48.31,53.13,50.72
Awdal,1999,40,0.055,307.74,48.76,55.24,52
Awdal,1999,41,0.059,308.31,51.76,50.59,51.18
Awdal,1999,42,0.064,309.07,53.4,41.37,47.38
Awdal,1999,43,0.069,309.47,58.47,34.12,46.3
Awdal,1999,44,0.072,309.32,59.88,30.59,45.23
Awdal,1999,45,0.074,308.97,56.96,29.45,43.2
Awdal,1999,46,0.073,308.07,52.86,32.17,42.52
Awdal,1999,47,0.07,307.48,47.97,33.08,40.52
Awdal,1999,48,0.068,306.99,44.04,32.89,38.47
Awdal,1999,49,0.066,306.56,42.16,34.87,38.51
Awdal,1999,50,0.065,306.86,41.88,34.08,37.98
Awdal,1999,51,0.064,307.24,42.06,28.77,35.41
Awdal,1999,52,0.062,307.67,43.07,22.47,32.77
Awdal,2000,1,0.06,307.7,42.68,18.72,30.7
Awdal,2000,2,0.057,307.98,42.86,16.54,29.7
Awdal,2000,3,0.054,308.42,43.38,14.94,29.16
Awdal,2000,4,0.053,308.59,42.41,15.82,29.12
Awdal,2000,5,0.052,308.66,41.52,17.13,29.33
Awdal,2000,6,0.05,308.61,41.53,20.05,30.79
Awdal,2000,7,0.049,308.93,42.6,20.44,31.52
Awdal,2000,8,0.049,309.36,43.75,21.14,32.45
Awdal,2000,9,0.046,308.76,40.61,30.8,35.71
Awdal,2000,10,0.043,308.4,36.2,36.79,36.49
Awdal,2000,11,0.041,307.97,32.28,40.58,36.43
Awdal,2000,12,0.039,307.43,27.97,40.51,34.24
Awdal,2000,13,0.036,308.21,23.42,34.42,28.92
Awdal,2000,14,0.031,307.5,16.42,39.09,27.75
Awdal,2000,15,0.026,306.33,8.91,42.91,25.91
Awdal,2000,16,0.022,304.76,4.67,49.17,26.92
Awdal,2000,17,0.019,303.35,2.75,55.17,28.96
Awdal,2000,18,0.018,303.84,2.25,53.99,28.12
Awdal,2000,19,0.017,305.72,2,48.3,25.15
Awdal,2000,20,0.017,307.21,2.17,42.78,22.47
Awdal,2000,21,0.017,308.38,2.43,40.55,21.49
Awdal,2000,22,0.014,308.39,1.98,46.47,24.23
Awdal,2000,23,0.011,308.84,1.56,47.85,24.7
Awdal,2000,24,0.009,308.05,1.2,57.2,29.2
Awdal,2000,25,0.006,307.43,1.01,61.52,31.26
Awdal,2000,26,0.004,307.92,1.07,53.6,27.34
Awdal,2000,27,0.001,307.2,1.1,52.4,26.75
Awdal,2000,-28,0,306.77,1.34,48.62,24.98
Awdal,2000,-29,0.002,306.7,1.7,44.74,23.22
Awdal,2000,-30,0.002,306.84,2.21,41.26,21.73
Awdal,2000,-31,0.002,307.1,3.21,38.8,21
